record_id,source,landslide_event,State,latitude,longitude,date,rainfall_mm,rainfall_3day_mm,soil_moisture,elevation_m,slope_deg,ndvi_mean,historical_landslide_density,historical_landslide_distance
MG/SGH/78K11/2018/7,gsi_dated_positive,1,Meghalaya,25.403061,90.724166,2007-08-18,9.7,28.1,0.475,360.0,19.14,,10,0.727
MEGH/WKH/78O07/2007/D-3,gsi_dated_positive,1,Meghalaya,25.425,91.405,2007-08-18,10.6,57.7,0.486,1563.0,19.75,,5,3.83
MEGH/WKH/78O07/2007/D-4,gsi_dated_positive,1,Meghalaya,25.4013,91.45855,2007-08-18,10.6,57.7,0.496,1563.0,25.07,,10,1.857
MEGH/WKH/78O07/2007/D-5,gsi_dated_positive,1,Meghalaya,25.40547,91.53712,2007-08-18,10.6,57.7,0.496,1461.0,17.19,,9,2.015
MAN/TAM/83H09/2007/C-2,gsi_dated_positive,1,Manipur,24.98611,93.50583,2007-08-24,10.9,22.6,0.421,1235.0,21.87,,53,0.086
MN/KAN/83L01/2018/47,gsi_dated_positive,1,Manipur,24.997972,94.020444,2007-08-28,4.2,72.9,0.495,803.0,15.9,,6,0.198
MAN/TAM/83H05/2007/C-5,gsi_dated_positive,1,Manipur,24.99306,93.4975,2007-08-28,0.4,75.6,0.41,1196.0,13.2,,52,0.642
MAN/TAM/83H09/2007/C-6,gsi_dated_positive,1,Manipur,24.99694,93.50222,2007-08-28,0.4,75.6,0.41,1186.0,14.69,,52,0.642
MAN/TAM/83H09/2007/C-7A,gsi_dated_positive,1,Manipur,24.99083,93.50583,2007-08-28,0.4,75.6,0.41,1206.0,15.77,,52,0.0
MN/UKH/83L01/2018/14,gsi_dated_positive,1,Manipur,24.994278,94.205917,2007-08-28,6.8,41.2,0.469,1579.0,34.27,,41,2.491
MAN/CHAN/83L03/2007/C-10,gsi_dated_positive,1,Manipur,24.40639,94.06583,2007-09-07,28.6,109.3,0.445,1196.0,18.01,,6,2.608
MEGH/EKH/78O14/2007/D-17,gsi_dated_positive,1,Meghalaya,25.56667,91.90194,2007-09-08,60.7,279.4,0.481,1545.0,2.96,,84,0.584
MIZO/AIZ/84A10/2007/E-3,gsi_dated_positive,1,Mizoram,23.751694,92.731528,2007-09-08,11.0,72.8,0.425,946.0,23.18,,316,0.204
MAN/SEN/83K03/2007/C-12,gsi_dated_positive,1,Manipur,25.47217,94.15433,2007-09-09,20.9,76.4,0.485,1489.0,16.49,,47,0.265
MAN/TAM/83H09/2007/C-13,gsi_dated_positive,1,Manipur,24.81778,93.51583,2007-09-10,7.1,51.0,0.424,460.0,28.86,,102,0.153
MAN/TAM/83H05/2007/C-14,gsi_dated_positive,1,Manipur,24.84833,93.45917,2007-09-12,15.6,28.8,0.417,988.0,32.9,,89,0.0
ME/EKJ/78O14/2015/23,gsi_dated_positive,1,Meghalaya,25.695552,91.903777,2007-09-15,21.2,82.5,0.481,879.0,31.24,,67,1.078
MEG/WKH/78O10/2016/51,gsi_dated_positive,1,Meghalaya,25.687056,91.6485,2007-09-15,22.2,83.7,0.48,1139.0,26.68,,42,0.039
MEGH/WKH/78O02/2007/D-1,gsi_dated_positive,1,Meghalaya,25.68625,91.118358,2007-09-15,,,,1057.0,21.01,,56,0.954
MEGH/WKH/78O02/2007/D-2,gsi_dated_positive,1,Meghalaya,25.69483,91.11836,2007-09-15,9.9,50.3,0.458,1095.0,15.41,,51,0.954
MAN/TAM/83H05/2008/C-17,gsi_dated_positive,1,Manipur,24.84833,93.45917,2008-06-19,21.9,53.7,0.427,988.0,32.9,,89,0.0
MAN/TAM/83H05/2008/C-18,gsi_dated_positive,1,Manipur,24.90139,93.45389,2008-06-19,18.0,42.3,0.424,971.0,25.61,,56,1.781
MAN/TAM/83H05/2008/C-19,gsi_dated_positive,1,Manipur,24.83278,93.46333,2008-07-01,12.4,68.0,0.425,773.0,29.45,,96,0.463
NAG/KOH/83K02/2008/F-3A,gsi_dated_positive,1,Nagaland,25.66083,94.10278,2008-08-02,24.9,70.2,0.478,1483.0,3.7,,252,0.29
MEGH/WKH/78O04/2008/D-27,gsi_dated_positive,1,Meghalaya,25.20283,91.20908,2008-08-10,34.1,44.1,0.491,50.0,15.03,,8,0.942
MEGH/WKH/78O04/2008/D-26,gsi_dated_positive,1,Meghalaya,25.201,91.234,2008-08-12,38.3,94.8,0.48,18.0,1.38,,8,0.692
NAG/KOH/83K02/2008/F-4(A),gsi_dated_positive,1,Nagaland,25.66917,94.10722,2008-08-16,9.1,39.8,0.479,1452.0,15.86,,257,0.132
7192,gsi_dated_positive,1,Assam,26.2272613,91.6922458,2008-12-26,4.8,5.9,0.357,67.0,11.87,,40,1.58
NAG/TUE/83J15/2009/F-13,gsi_dated_positive,1,Nagaland,26.36083,94.84,2009-06-04,12.5,19.6,0.444,2004.0,23.07,,32,1.731
NAG/TUE/83J15/2009/F-12,gsi_dated_positive,1,Nagaland,26.37639,94.84056,2009-06-20,13.7,29.0,0.443,1881.0,36.31,,33,1.731
NAG/TUE/83J15/2009/F-14,gsi_dated_positive,1,Nagaland,26.34417,94.83333,2009-06-20,12.6,19.0,0.48,1746.0,10.97,,32,1.968
NAG/KIPH/83K13/2009/F-7,gsi_dated_positive,1,Nagaland,25.9,94.78917,2009-06-21,0.4,16.4,0.444,1047.0,24.81,,45,1.389
NAG/KIPH/83K13/2009/F-8,gsi_dated_positive,1,Nagaland,25.88667,94.78639,2009-06-21,0.4,16.4,0.444,1176.0,4.15,,45,0.189
MEGH/EKH/78O11/2009/D-37,gsi_dated_positive,1,Meghalaya,25.300389,91.726722,2009-06-29,103.4,193.2,0.488,1519.0,23.46,,67,0.068
MEGH/EKH/83C02/2009/D-31,gsi_dated_positive,1,Meghalaya,25.54261,92.10867,2009-07-01,46.3,201.5,0.48,1138.0,15.7,,22,0.397
MEGH/EKH/83C02/2009/D-32,gsi_dated_positive,1,Meghalaya,25.54328,92.10478,2009-07-01,46.3,201.5,0.48,1272.0,28.94,,20,0.207
MEGH/EKH/83C02/2009/D-33,gsi_dated_positive,1,Meghalaya,25.54264,92.10214,2009-07-01,46.3,201.5,0.48,1332.0,6.88,,20,0.208
MEGH/EKH/83C02/2009/D-34,gsi_dated_positive,1,Meghalaya,25.54231,92.1,2009-07-01,46.3,201.5,0.48,1336.0,17.35,,21,0.162
MEGH/EKH/83C02/2009/D-35,gsi_dated_positive,1,Meghalaya,25.54261,92.09842,2009-07-01,46.3,201.5,0.48,1318.0,10.88,,20,0.147
TRI/TRI-W/79M05/2009/G-1,gsi_dated_positive,1,Tripura,23.85417,91.34361,2009-07-10,4.5,11.3,0.442,16.0,3.17,,1,9.243
LS1/2009,gsi_dated_positive,1,Maharashtra,19.13194444,72.87472222,2009-07-15,51.9,104.8,0.393,55.0,8.8,,0,18.64
MEGH/JH/78O15/2009/D-36,gsi_dated_positive,1,Meghalaya,25.43561,91.862056,2009-07-17,6.5,30.8,0.5,1635.0,21.88,,51,0.269
NAG/TUE/83J15/2009/F-10,gsi_dated_positive,1,Nagaland,26.38778,94.82583,2009-07-27,10.4,31.5,0.448,1648.0,20.68,,25,0.0
AS/NC/83G04/2009/B-5,gsi_dated_positive,1,Assam,26.20261,91.14528,2009-08-20,5.1,34.4,0.471,37.0,9.38,,0,31.145
NAG/TUE/83J15/2009/F-11,gsi_dated_positive,1,Nagaland,26.38778,94.82583,2009-08-20,18.8,45.7,0.454,1648.0,20.68,,25,0.0
KA/UK/48J01/2025/11,gsi_dated_positive,1,Karnataka,14.842847,74.176548,2009-10-02,27.3,126.1,0.478,42.0,15.0,,36,0.818
MN-12/2010,gsi_dated_positive,1,Manipur,24.73133333,93.92738889,2010-03-28,4.2,6.7,0.189,788.0,13.46,,0,10.557
AS/CAC/83D10/2009-10/AS-1,gsi_dated_positive,1,Assam,24.57025,92.685,2010-04-02,8.6,200.0,0.42,50.0,6.76,,13,1.896
AS/NC/83C16/2009-10/AS-5,gsi_dated_positive,1,Assam,25.124306,92.904278,2010-04-02,11.5,168.4,0.448,278.0,24.98,,28,1.143
AS/NC/83G04/2009-10/AS-6,gsi_dated_positive,1,Assam,25.229556,93.1556,2010-04-02,2.7,16.2,0.483,468.0,14.93,,37,0.632
ML-10/2010,gsi_dated_positive,1,Meghalaya,25.05108333,92.40219444,2010-04-22,14.4,186.0,0.472,64.0,9.4,,95,0.213
ML-11/2010,gsi_dated_positive,1,Meghalaya,25.04305556,92.42041667,2010-04-22,14.4,186.0,0.482,149.0,16.94,,81,0.199
ML-12/2010,gsi_dated_positive,1,Meghalaya,25.04222222,92.44127778,2010-04-22,14.4,186.0,0.482,276.0,24.43,,67,0.069
ML-6/2010,gsi_dated_positive,1,Meghalaya,25.13561111,92.3805,2010-04-22,20.7,204.6,0.472,178.0,23.98,,65,0.0
ML-7/2010,gsi_dated_positive,1,Meghalaya,25.13486111,92.382,2010-04-22,24.4,225.6,0.472,188.0,43.3,,67,0.078
ML-8/2010,gsi_dated_positive,1,Meghalaya,25.12383333,92.38519444,2010-04-22,14.4,186.0,0.472,93.0,46.61,,85,0.406
ML-9/2010,gsi_dated_positive,1,Meghalaya,25.07533333,92.36341667,2010-04-22,24.4,225.6,0.472,156.0,24.79,,94,0.028
AS/KAR/83D06/2009-10/AS-2,gsi_dated_positive,1,Assam,24.710833,92.481167,2010-06-03,5.7,36.4,0.505,47.0,17.85,,3,5.95
TR-3/09-10,gsi_dated_positive,1,Tripura,23.9,91.75622222,2010-06-03,6.2,14.2,0.41,200.0,31.32,,3,1.035
MAN/TAM/83H09/2009-10/MN- 2,gsi_dated_positive,1,Manipur,24.862444,93.610639,2010-06-05,9.5,24.9,0.425,380.0,8.21,,60,0.563
MN-10/2010,gsi_dated_positive,1,Manipur,24.86469444,93.62116667,2010-06-08,39.2,51.4,0.425,350.0,9.24,,61,0.342
MN-11/2010,gsi_dated_positive,1,Manipur,24.86297222,93.62397222,2010-06-08,39.2,51.4,0.425,351.0,20.71,,63,0.032
MAN/TAM/83H09/2009-10/MN- 1,gsi_dated_positive,1,Manipur,24.792333,93.658222,2010-06-10,3.3,44.1,0.44,447.0,34.02,,85,0.247
AS/NC/83C16/2009-10/AS-3,gsi_dated_positive,1,Assam,25.124583,92.989111,2010-06-16,9.6,50.0,0.462,529.0,20.65,,164,1.583
AS/NC/83C16/2009-10/AS-4,gsi_dated_positive,1,Assam,25.121,92.915028,2010-06-20,69.4,100.0,0.46,300.0,15.89,,35,1.143
ML-2/2010,gsi_dated_positive,1,Meghalaya,25.56183333,91.86855556,2010-06-28,99.4,270.6,0.491,1546.0,14.5,,71,1.204
ML-3/2010,gsi_dated_positive,1,Meghalaya,25.57188889,91.90127778,2010-06-28,68.2,179.4,0.491,1515.0,9.83,,84,0.584
ML-4/2010,gsi_dated_positive,1,Meghalaya,25.56852778,91.89219444,2010-06-28,68.2,179.4,0.491,1532.0,6.42,,84,0.948
ML-1/2010,gsi_dated_positive,1,Meghalaya,25.57711111,91.88141667,2010-08-27,16.7,28.2,0.476,1484.0,3.45,,84,0.512
KER/IDUK/53C13/2010/0001,gsi_dated_positive,1,Kerala,9.8222,76.8433,2010-10-27,17.7,22.3,0.469,458.0,21.75,,95,0.404
KER/IDUK/53C13/2010/0002,gsi_dated_positive,1,Kerala,9.823,76.8397,2010-10-27,17.7,22.3,0.469,434.0,22.54,,94,0.404
KER/IDUK/53C13/2010/0003,gsi_dated_positive,1,Kerala,9.8116,76.8508,2010-10-27,17.7,22.3,0.471,469.0,24.09,,100,0.32
KER/IDUK/53G02/2010/0004,gsi_dated_positive,1,Kerala,9.7005,77.1069,2010-10-27,16.2,22.9,0.481,1095.0,18.18,,26,0.116
KER/IDUK/53G02/2010/0005,gsi_dated_positive,1,Kerala,9.7015,77.1066,2010-10-27,16.2,22.9,0.481,1102.0,6.25,,27,0.116
AS/KAM/78N16/2014/05,gsi_dated_positive,1,Assam,26.19622,91.76336,2011-03-23,0.0,6.0,0.412,90.0,5.23,,77,0.0
MZ-31/2011,gsi_dated_positive,1,Mizoram,23.70213889,92.71822222,2011-05-22,5.3,20.7,0.397,1060.0,42.22,,360,0.135
MN-33/2011,gsi_dated_positive,1,Manipur,24.985,93.52113889,2011-05-31,58.6,128.6,0.428,1043.0,20.98,,52,0.289
ML-94/2011,gsi_dated_positive,1,Manipur,25.67469444,91.88652778,2011-06-26,10.6,70.6,0.498,1062.0,4.62,,74,0.0
MN-34/2011,gsi_dated_positive,1,Manipur,24.79083333,93.72333333,2011-07-06,3.4,14.9,0.467,1053.0,42.71,,74,0.193
SKM-07/2012-13,gsi_dated_positive,1,Sikkim,27.57502778,88.65402778,2012-06-22,78.8,110.5,0.429,1476.0,40.68,,53,0.261
SKM-08/2012-13,gsi_dated_positive,1,Sikkim,27.56111111,88.65452778,2012-06-22,78.8,110.5,0.429,1419.0,21.05,,51,0.692
SKM-09/2012-13,gsi_dated_positive,1,Sikkim,27.52838889,88.59972222,2012-06-22,78.8,110.5,0.429,1548.0,36.45,,55,0.116
SKM-10/2012-13,gsi_dated_positive,1,Sikkim,27.56941667,88.65272222,2012-06-22,78.8,110.5,0.429,1485.0,15.22,,53,0.637
SKM-06/2012-13,gsi_dated_positive,1,Sikkim,27.59027778,88.65394444,2012-06-26,46.2,163.1,0.426,1678.0,11.79,,52,1.668
SKM-04/2012-13,gsi_dated_positive,1,Sikkim,27.37441667,88.54505556,2012-07-13,50.2,170.3,0.428,1626.0,34.82,,101,0.234
SKM-05/2012-13,gsi_dated_positive,1,Sikkim,27.36977778,88.54466667,2012-07-13,50.2,170.3,0.428,1734.0,34.73,,99,0.478
SKM-11/2012-13,gsi_dated_positive,1,Sikkim,27.51491667,88.56313889,2012-07-17,21.0,156.2,0.427,1422.0,25.44,,63,0.144
NL/KOH/83K02/2014/04,gsi_dated_positive,1,Nagaland,25.71611,94.08883,2013-07-03,13.8,63.9,0.477,1449.0,16.13,,264,0.298
NL/DIM/83G13/2014/01,gsi_dated_positive,1,Nagaland,25.78417,93.80028,2013-07-16,62.6,79.1,0.48,253.0,19.47,,39,0.168
NL/DIM/83G13/2014/02,gsi_dated_positive,1,Nagaland,25.76939,93.80278,2013-07-16,62.6,79.1,0.48,290.0,26.94,,47,0.504
ML/SWKH/78O07/2014/01,gsi_dated_positive,1,Meghalaya,25.31458,91.45242,2013-08-06,36.2,56.4,0.482,1308.0,45.09,,19,0.332
MIZ/AZL/2023/102,gsi_dated_positive,1,Mizoram,24.18561111,92.94536111,2013-08-15,10.5,34.9,0.425,449.0,18.11,,57,0.417
NL/MON/83J15/2014/08,gsi_dated_positive,1,Nagaland,26.39094,94.94406,2013-08-16,19.2,41.1,0.449,547.0,23.49,,39,0.948
NL/MON/83J15/2014/11,gsi_dated_positive,1,Nagaland,26.40908,94.96308,2013-08-17,19.2,51.2,0.463,695.0,28.45,,38,0.199
NL/MON/83J15/2014/12,gsi_dated_positive,1,Nagaland,26.41931,94.97369,2013-08-18,3.1,41.5,0.441,686.0,15.03,,35,0.152
SK/EAS/78A11/2014/01,gsi_dated_positive,1,Sikkim,27.28408,88.54611,2013-08-28,33.3,89.4,0.416,1530.0,28.39,,95,0.754
NL/KOH/83G14/2014/15,gsi_dated_positive,1,Nagaland,25.74697,93.98167,2013-09-08,19.5,33.2,0.491,886.0,12.78,,106,1.216
HP/KAN/52D/03/2019/17,gsi_dated_positive,1,Himachal Pradesh,32.25430556,76.08022222,2013-10-23,0.0,0.0,0.238,752.0,15.92,,117,0.547
Tamil Nadu/THENI/58G/2/2014/01.,gsi_dated_positive,1,Tamil Nadu,9.616,77.19,2014-05-07,22.7,58.3,0.475,740.0,23.36,,2,0.111
Tamil Nadu/THENI/58G/2/2014/02.,gsi_dated_positive,1,Tamil Nadu,9.617,77.19,2014-05-07,22.7,58.3,0.475,689.0,24.28,,2,0.111
AS/KRM/83D06/2014-15/0001,gsi_dated_positive,1,Assam,24.70619444,92.28997222,2014-05-10,41.1,160.9,0.468,45.0,10.45,,1,0.001
SKM/NOR/78A11/2014/007,gsi_dated_positive,1,Sikkim,27.4097,88.54371,2014-06-24,32.0,131.8,0.426,1516.0,37.05,,83,0.004
AS/KAMRUP (M)/78N16/2014- 15/0002,gsi_dated_positive,1,Assam,26.15477778,91.77411111,2014-06-27,7.1,38.6,0.489,105.0,12.04,,83,0.0
AS/KAMRUP(M)/78N16/2014- 15/0003,gsi_dated_positive,1,Assam,26.17672222,91.78672222,2014-06-27,7.1,38.6,0.489,85.0,27.48,,81,0.0
AS/KAMRUP(M)/78N16/2014- 15/0004,gsi_dated_positive,1,Assam,26.18866667,91.76694444,2014-06-27,7.1,38.6,0.489,111.0,9.71,,82,0.001
AS/KAMRUP(M)/78N16/2014- 15/0005,gsi_dated_positive,1,Assam,26.19622222,91.76336111,2014-06-27,7.1,38.6,0.489,90.0,5.23,,77,0.0
SKM/NOR/78A10/2014/004,gsi_dated_positive,1,Sikkim,27.5091,88.53848,2014-07-01,13.9,163.7,0.426,1234.0,20.69,,55,0.795
SKM/NOR/78A11/2014/006,gsi_dated_positive,1,Sikkim,27.48603,88.53269,2014-07-08,31.3,79.4,0.429,1052.0,25.0,,64,0.494
6986,gsi_dated_positive,1,Assam,25.757752,91.252285,2014-07-17,23.1,70.0,0.483,769.0,19.51,,3,3.44
7201,gsi_dated_positive,1,Assam,25.740148,91.224044,2014-07-18,17.3,73.3,0.478,903.0,8.5,,4,3.44
ASM/DH/83G4/ PD /2016/03,gsi_dated_positive,1,Assam,25.20738889,93.12277778,2014-08-20,1.4,8.2,0.48,680.0,17.92,,52,0.0
Tamil Nadu/Dindigul/58F/12/2014/01.,gsi_dated_positive,1,Tamil Nadu,10.24138889,77.50508333,2014-08-22,24.9,55.9,0.421,1956.0,29.29,,100,0.057
Tamil Nadu/Dindigul/58F/12/2014/02.,gsi_dated_positive,1,Tamil Nadu,10.24097222,77.50466667,2014-08-22,24.9,55.9,0.421,1961.0,25.61,,100,0.034
Tamil Nadu/Dindigul/58F/12/2014/03.,gsi_dated_positive,1,Tamil Nadu,11.23847222,77.50402778,2014-08-22,18.2,38.1,0.395,298.0,3.05,,1,0.214
Tamil Nadu/Dindigul/58F/12/2014/04.,gsi_dated_positive,1,Tamil Nadu,11.23952778,77.50566667,2014-08-22,18.2,38.1,0.395,302.0,3.41,,1,0.214
SKM/EAS/78A12/2014/002,gsi_dated_positive,1,Sikkim,27.23772,88.51384,2014-08-26,35.0,92.4,0.426,436.0,36.89,,137,0.437
ML/RIB/78N16/2014/02,gsi_dated_positive,1,Meghalaya,26.02547,91.87158,2014-09-20,74.1,102.8,0.491,179.0,11.78,,38,0.338
AS/KAMRUP(M)/78N16/2014- 15/0006,gsi_dated_positive,1,Assam,26.13441667,91.74875,2014-09-22,55.8,142.1,0.482,108.0,4.74,,77,0.135
7115,gsi_dated_positive,1,Assam,25.872268,91.213965,2014-09-23,16.4,88.3,0.461,253.0,33.12,,3,5.048
AS/KAMRUP(M)/78N16/2014- 15/0007,gsi_dated_positive,1,Assam,26.10711111,91.78916667,2014-09-23,37.9,104.6,0.466,68.0,16.18,,79,0.0
ML/EKH/78O14/2014/03,gsi_dated_positive,1,Meghalaya,25.57822,91.86545,2014-09-23,125.6,276.1,0.487,1459.0,8.88,,84,1.606
ML/RIB/78N16/2014/06,gsi_dated_positive,1,Meghalaya,26.00294,91.86692,2014-09-23,37.9,104.6,0.475,405.0,7.64,,32,0.547
AS/KAMRUP/78N12/2015- 16/0004,gsi_dated_positive,1,Assam,26.09961111,91.87811111,2014-09-25,12.1,86.8,0.478,86.0,9.24,,37,0.154
SKM/NORTH/78A11/2015/003,gsi_dated_positive,1,Sikkim,27.46166,88.52341,2015-06-01,20.6,75.2,0.427,939.0,37.51,,54,0.007
SKM/EAST/78A12/2015/002,gsi_dated_positive,1,Sikkim,27.179,88.53313889,2015-07-08,1.8,21.2,0.399,375.0,45.11,,209,0.013
SKM/EAST/78A11/2015/004,gsi_dated_positive,1,Sikkim,27.33208,88.50902,2015-07-11,10.6,81.1,0.415,1538.0,19.02,,69,1.663
NAG/ KOH/ 83K2/ 2015/02,gsi_dated_positive,1,Nagaland,25.73425,94.00119444,2015-07-15,23.9,51.5,0.484,931.0,30.99,,163,0.549
Manipur/ Ukhrul/ 83 L5/ 2015/01,gsi_dated_positive,1,Manipur,24.82022222,94.35255556,2015-07-30,64.0,145.9,0.429,1593.0,29.89,,62,0.034
AS/KAMRUP/78N12/2015- 16/0001,gsi_dated_positive,1,Assam,26.21111111,91.68416667,2015-09-01,35.3,132.0,0.473,65.0,16.33,,43,0.0
ASM/KAMRUP(M)/78N16/2016- 17/057,gsi_dated_positive,1,Assam,26.1895,91.78716667,2016-04-18,15.9,31.0,0.494,70.0,11.87,0.1392,76,0.0
ARN/TWG/FM/2016-17/01,gsi_dated_positive,1,Arunachal Pradesh,27.58741667,91.88694444,2016-04-22,24.1,66.5,0.428,2589.0,8.4,,40,0.0
ARN/TWNG/78M14/2016/0001,gsi_dated_positive,1,Arunachal Pradesh,27.587417,91.886944,2016-04-22,24.1,66.5,0.428,2589.0,8.4,,40,0.0
ARN/TWNG/78M14/2016/0008,gsi_dated_positive,1,Arunachal Pradesh,27.591806,91.865028,2016-04-22,29.8,80.0,0.427,2919.0,19.0,,37,0.004
ARN/TWNG/78M14/2016/0010,gsi_dated_positive,1,Arunachal Pradesh,27.593139,91.873889,2016-04-22,29.8,80.0,0.427,2932.0,10.58,,39,0.4
ARN/TWNG/78M14/2016/0013,gsi_dated_positive,1,Arunachal Pradesh,27.594833,91.866417,2016-04-22,29.8,80.0,0.427,2975.0,6.08,,37,0.004
ARN/TWG/NYD/2016-17/06,gsi_dated_positive,1,Arunachal Pradesh,27.59152778,91.88044444,2016-04-23,24.6,70.3,0.426,2768.0,23.06,,40,0.0
ARN/TWNG/78M14/2016/0004,gsi_dated_positive,1,Arunachal Pradesh,27.591389,91.9025,2016-04-23,24.6,70.3,0.427,2528.0,20.3,,39,0.812
ARN/TWNG/78M14/2016/0022,gsi_dated_positive,1,Arunachal Pradesh,27.589417,91.861444,2016-04-23,26.3,84.0,0.426,2883.0,25.67,,37,0.442
ARN/TWNG/78M14/2016/0023,gsi_dated_positive,1,Arunachal Pradesh,27.593361,91.879444,2016-04-23,24.6,70.3,0.426,2813.0,18.6,,40,0.226
ARN/TWNG/78M14/2016/0024,gsi_dated_positive,1,Arunachal Pradesh,27.596639,91.878972,2016-04-23,24.6,70.3,0.426,2894.0,14.25,,40,0.0
ASM/DH/83G4/ PD/2016 /35,gsi_dated_positive,1,Assam,25.23230556,93.03333333,2016-05-17,12.4,46.0,0.481,554.0,16.2,,148,0.075
