record_id,source,State,Latitude,Longitude,date,year,month,nearest_inventory_distance_km,landslide_event
NEG_000194,pseudo_negative,Arunachal Pradesh,27.000346,94.740931,2011-11-08,2011,11,29.1528,0
NEG_000195,pseudo_negative,Arunachal Pradesh,26.91215,95.206618,2025-06-30,2025,6,12.9795,0
NEG_000196,pseudo_negative,Arunachal Pradesh,27.011485,95.651784,2017-08-25,2017,8,6.7235,0
NEG_000197,pseudo_negative,Arunachal Pradesh,26.846213,96.333957,2018-05-10,2018,5,55.2251,0
NEG_000198,pseudo_negative,Arunachal Pradesh,27.071488,91.933474,2013-05-01,2013,5,27.3509,0
NEG_000199,pseudo_negative,Arunachal Pradesh,27.26405,92.781258,2011-06-23,2011,6,2.9527,0
NEG_000200,pseudo_negative,Arunachal Pradesh,27.309697,93.332748,2010-05-04,2010,5,16.3606,0
NEG_000201,pseudo_negative,Arunachal Pradesh,27.255163,93.693322,2022-12-16,2022,12,2.7443,0
NEG_000202,pseudo_negative,Arunachal Pradesh,27.064336,94.218597,2017-08-31,2017,8,39.1919,0
NEG_000203,pseudo_negative,Arunachal Pradesh,27.098371,95.389596,2007-07-28,2007,7,13.9269,0
NEG_000204,pseudo_negative,Arunachal Pradesh,27.235418,95.623634,2020-08-02,2020,8,9.469,0
NEG_000205,pseudo_negative,Arunachal Pradesh,27.144852,96.489363,2026-04-26,2026,4,31.6755,0
NEG_000206,pseudo_negative,Arunachal Pradesh,27.582158,92.498317,2018-07-19,2018,7,31.0972,0
NEG_000207,pseudo_negative,Arunachal Pradesh,27.449863,93.384918,2016-07-23,2016,7,19.3488,0
NEG_000208,pseudo_negative,Arunachal Pradesh,27.550182,94.197949,2008-07-13,2008,7,26.9003,0
NEG_000209,pseudo_negative,Arunachal Pradesh,27.343607,94.703907,2012-06-16,2012,6,35.4255,0
NEG_000210,pseudo_negative,Arunachal Pradesh,27.366205,95.384835,2019-08-13,2019,8,17.3212,0
NEG_000211,pseudo_negative,Arunachal Pradesh,27.38152,96.052231,2010-05-06,2010,5,9.197,0
NEG_000212,pseudo_negative,Arunachal Pradesh,27.57803,96.644375,2010-07-07,2010,7,24.0724,0
NEG_000213,pseudo_negative,Arunachal Pradesh,27.820207,92.264644,2019-07-12,2019,7,38.0187,0
NEG_000214,pseudo_negative,Arunachal Pradesh,27.822484,92.795606,2016-07-25,2016,7,32.5768,0
NEG_000215,pseudo_negative,Arunachal Pradesh,27.646053,93.525852,2020-09-26,2020,9,10.5005,0
NEG_000216,pseudo_negative,Arunachal Pradesh,27.644737,93.712906,2014-04-23,2014,4,7.4482,0
NEG_000217,pseudo_negative,Arunachal Pradesh,27.888256,94.443097,2022-11-22,2022,11,14.4729,0
NEG_000218,pseudo_negative,Arunachal Pradesh,27.726366,95.029609,2012-07-19,2012,7,10.0142,0
NEG_000219,pseudo_negative,Arunachal Pradesh,27.730384,95.828223,2017-07-29,2017,7,49.0175,0
NEG_000220,pseudo_negative,Arunachal Pradesh,27.671565,96.311032,2012-05-13,2012,5,23.0917,0
NEG_000221,pseudo_negative,Arunachal Pradesh,27.939113,92.143975,2006-11-11,2006,11,42.1602,0
NEG_000222,pseudo_negative,Arunachal Pradesh,27.961468,92.401971,2015-10-24,2015,10,58.6948,0
NEG_000223,pseudo_negative,Arunachal Pradesh,27.971027,93.088836,2026-07-06,2026,7,28.6605,0
NEG_000224,pseudo_negative,Arunachal Pradesh,28.023727,93.747177,2007-07-02,2007,7,26.9685,0
NEG_000225,pseudo_negative,Arunachal Pradesh,28.159676,94.614554,2019-05-16,2019,5,2.6177,0
NEG_000226,pseudo_negative,Arunachal Pradesh,27.963916,95.014442,2011-10-24,2011,10,6.0207,0
NEG_000227,pseudo_negative,Arunachal Pradesh,28.1437,96.066563,2018-11-30,2018,11,17.6441,0
NEG_000228,pseudo_negative,Arunachal Pradesh,27.913899,96.161966,2025-07-10,2025,7,16.6259,0
NEG_000229,pseudo_negative,Arunachal Pradesh,28.197794,92.244365,2021-07-20,2021,7,72.5054,0
NEG_000230,pseudo_negative,Arunachal Pradesh,28.216717,92.498062,2014-10-05,2014,10,85.2308,0
NEG_000231,pseudo_negative,Arunachal Pradesh,28.332727,93.420725,2021-06-09,2021,6,47.9784,0
NEG_000232,pseudo_negative,Arunachal Pradesh,28.283053,94.058852,2005-05-24,2005,5,16.4987,0
NEG_000233,pseudo_negative,Arunachal Pradesh,28.431676,94.283398,2010-05-28,2010,5,11.0031,0
NEG_000234,pseudo_negative,Arunachal Pradesh,28.244196,95.357951,2018-07-06,2018,7,11.1416,0
NEG_000235,pseudo_negative,Arunachal Pradesh,28.295516,95.606245,2024-10-23,2024,10,2.8869,0
NEG_000236,pseudo_negative,Arunachal Pradesh,28.413132,96.287444,2016-05-17,2016,5,30.3868,0
NEG_000237,pseudo_negative,Arunachal Pradesh,28.515657,91.818147,2005-11-29,2005,11,101.9968,0
NEG_000238,pseudo_negative,Arunachal Pradesh,28.663138,92.66269,2011-07-16,2011,7,109.264,0
NEG_000239,pseudo_negative,Arunachal Pradesh,28.596456,93.233583,2012-05-05,2012,5,78.2215,0
NEG_000240,pseudo_negative,Arunachal Pradesh,28.71157,93.88577,2023-05-30,2023,5,46.1204,0
NEG_000241,pseudo_negative,Arunachal Pradesh,28.601399,94.337606,2008-04-08,2008,4,8.6184,0
NEG_000242,pseudo_negative,Arunachal Pradesh,28.480807,95.401766,2005-08-10,2005,8,16.1864,0
NEG_000243,pseudo_negative,Arunachal Pradesh,28.576641,95.702873,2016-05-17,2016,5,14.9406,0
NEG_000244,pseudo_negative,Arunachal Pradesh,28.721638,96.585676,2022-07-23,2022,7,45.1319,0
NEG_000245,pseudo_negative,Arunachal Pradesh,28.767129,92.290981,2020-05-11,2020,5,9999.0,0
NEG_000246,pseudo_negative,Arunachal Pradesh,28.819615,92.835032,2019-08-20,2019,8,114.5563,0
NEG_000247,pseudo_negative,Arunachal Pradesh,28.944573,93.094979,2009-07-29,2009,7,9999.0,0
NEG_000248,pseudo_negative,Arunachal Pradesh,28.901754,93.587079,2017-05-31,2017,5,95.9476,0
NEG_000249,pseudo_negative,Arunachal Pradesh,28.74198,94.493603,2022-05-04,2022,5,25.0843,0
NEG_000250,pseudo_negative,Arunachal Pradesh,28.89989,95.075556,2008-06-28,2008,6,22.4009,0
NEG_000251,pseudo_negative,Arunachal Pradesh,28.925893,95.740634,2011-08-21,2011,8,7.8555,0
NEG_000252,pseudo_negative,Arunachal Pradesh,28.85572,96.66771,2016-05-11,2016,5,60.1696,0
NEG_000253,pseudo_negative,Arunachal Pradesh,26.974081,92.244496,2017-07-02,2017,7,15.2952,0
