latitude,longitude,elevation_m,slope_deg,terrain_status
24.69081,93.86009,776.0,2.24,ok
24.91204,93.69152,981.0,20.94,ok
24.66198,93.70964,1414.0,20.52,ok
24.73184,93.81401,779.0,2.24,ok
24.83344,93.60294,1108.0,8.11,ok
24.68792,93.94108,781.0,2.24,ok
24.79322,93.80083,814.0,0.93,ok
24.61206,93.59206,970.0,15.64,ok
24.69892,93.78902,789.0,4.07,ok
24.87789,93.89728,791.0,5.5,ok
24.58032,93.52956,1004.0,28.48,ok
24.77364,93.85428,775.0,4.8,ok
24.62016,93.72711,1128.0,7.12,ok
24.79507,93.58637,638.0,32.2,ok
24.92907,93.67913,758.0,32.8,ok
24.66314,93.5452,718.0,6.15,ok
24.63558,93.6775,866.0,21.19,ok
24.81417,93.70231,673.0,37.83,ok
25.56667,91.90194,1545.0,2.96,ok
25.69555,91.90378,879.0,31.24,ok
25.68706,91.6485,1139.0,26.68,ok
25.56183,91.86856,1546.0,14.5,ok
25.57189,91.90128,1515.0,9.83,ok
25.56853,91.89219,1532.0,6.42,ok
25.57711,91.88142,1484.0,3.45,ok
25.67469,91.88653,1062.0,4.62,ok
25.57822,91.86545,1459.0,8.88,ok
25.66344,91.91594,948.0,16.13,ok
25.56663,91.91371,1530.0,10.86,ok
25.6251,91.9118,1355.0,6.89,ok
25.68799,91.65839,1032.0,28.85,ok
25.68805,91.66653,957.0,30.31,ok
25.76205,91.65896,796.0,6.42,ok
25.79162,91.65824,743.0,9.22,ok
25.77094,91.6565,776.0,11.31,ok
25.79744,91.87409,642.0,22.98,ok
25.55256,91.6187,1657.0,15.78,ok
25.67546,91.89727,1007.0,20.33,ok
25.68592,91.90257,938.0,21.54,ok
25.67517,91.8983,1015.0,18.69,ok
25.68256,91.90111,960.0,9.57,ok
25.65341,91.89819,1038.0,17.43,ok
25.65309,91.89804,1044.0,18.24,ok
25.65057,91.89351,1135.0,22.62,ok
25.64887,91.89693,1083.0,18.82,ok
25.64124,91.89414,1210.0,9.83,ok
25.78125,91.87448,699.0,10.22,ok
25.80726,91.87509,612.0,15.48,ok
25.69684,91.64486,1257.0,21.29,ok
25.69867,91.64517,1228.0,25.87,ok
25.80398,91.6598,686.0,24.45,ok
25.56673,91.91462,1537.0,6.88,ok
25.70088,91.6429,1247.0,17.92,ok
25.68699,91.64812,1171.0,39.03,ok
25.68691,91.64915,1124.0,21.23,ok
25.69151,91.64161,1338.0,1.38,ok
25.65444,91.62391,1469.0,11.03,ok
25.65444,91.63346,1438.0,8.17,ok
25.65977,91.63441,1407.0,5.13,ok
25.69518,91.64124,1302.0,14.86,ok
25.69523,91.64427,1225.0,26.81,ok
25.69464,91.64578,1204.0,23.97,ok
25.67032,91.90487,1008.0,14.32,ok
25.71166,91.89513,854.0,15.85,ok
25.75298,91.88535,821.0,16.02,ok
25.66315,91.9018,1017.0,8.22,ok
25.67761,91.89866,997.0,25.21,ok
25.6194,91.61704,1509.0,18.36,ok
25.70067,91.59682,1345.0,16.19,ok
25.73945,91.57211,903.0,23.64,ok
25.69007,91.67085,888.0,6.31,ok
25.73326,91.67575,742.0,16.13,ok
25.68822,91.66746,936.0,24.96,ok
25.69689,91.64177,1285.0,12.19,ok
25.68883,91.65364,1046.0,26.42,ok
25.56652,91.91451,1540.0,5.82,ok
25.8328,91.51506,472.0,24.22,ok
25.68503,91.5259,1245.0,13.67,ok
25.9238,91.69039,282.0,10.14,ok
25.96243,91.81536,502.0,8.95,ok
25.94756,91.78804,293.0,17.24,ok
25.8162,91.68182,656.0,18.68,ok
25.6096,91.82229,1526.0,6.42,ok
25.88241,91.87718,661.0,27.3,ok
25.67185,91.80672,903.0,15.37,ok
25.9993,91.90259,216.0,9.02,ok
25.64348,91.92194,1114.0,14.18,ok
25.81787,91.77547,572.0,3.08,ok
25.9364,91.59106,637.0,11.98,ok
25.91306,91.74555,408.0,12.87,ok
25.61136,91.66648,1625.0,8.37,ok
25.56402,91.77432,1670.0,9.24,ok
25.72968,91.65582,755.0,8.25,ok
25.75758,91.85082,719.0,3.7,ok
25.58162,91.63787,1660.0,6.21,ok
25.58581,91.99259,1338.0,12.52,ok
25.7459,91.64304,772.0,8.25,ok
25.77979,91.75726,760.0,16.25,ok
25.95552,91.51063,283.0,9.4,ok
25.89001,91.95264,584.0,4.5,ok
25.68604,91.52758,1273.0,15.07,ok
25.78716,91.70526,810.0,11.14,ok
25.83487,91.81569,609.0,5.91,ok
25.91959,91.71967,483.0,18.97,ok
25.6365,91.6015,1517.0,10.53,ok
25.60014,91.88557,1423.0,8.25,ok
25.72532,91.64718,801.0,16.88,ok
25.80508,91.91147,809.0,14.54,ok
25.90714,91.88214,586.0,9.22,ok
25.61611,91.58154,1532.0,14.54,ok
25.73874,91.50155,606.0,13.25,ok
25.70717,91.96395,904.0,6.33,ok
25.87956,91.86394,549.0,24.61,ok
25.65034,91.7226,1239.0,27.47,ok
25.61467,91.79496,1486.0,20.74,ok
25.79462,91.54417,453.0,20.24,ok
25.78093,91.81727,663.0,16.13,ok
25.9817,91.64141,347.0,5.63,ok
25.92755,91.79662,404.0,11.91,ok
25.60185,91.60514,1627.0,3.84,ok
25.61408,91.95345,1337.0,10.86,ok
25.77385,91.54137,682.0,4.62,ok
25.72108,91.84535,745.0,11.16,ok
25.51973,91.28443,1449.0,1.38,ok
25.50335,91.28335,1414.0,22.3,ok
25.68625,91.11836,1057.0,21.01,ok
25.69483,91.11836,1095.0,15.41,ok
25.75775,91.25228,769.0,19.51,ok
25.74015,91.22404,903.0,8.5,ok
25.87227,91.21396,253.0,33.12,ok
25.53174,91.29618,1460.0,25.19,ok
25.62269,91.16914,1222.0,6.33,ok
25.66157,91.13485,1145.0,11.16,ok
25.54006,91.31414,1513.0,13.76,ok
25.61276,91.17375,1157.0,13.61,ok
25.70516,91.1462,1071.0,30.65,ok
25.96691,91.11266,48.0,4.21,ok
25.66983,91.43293,1000.0,1.38,ok
25.90718,91.45164,73.0,1.38,ok
25.50713,91.13494,1105.0,12.29,ok
25.60932,91.36316,1524.0,16.35,ok
25.96428,91.47907,53.0,4.73,ok
25.57186,91.37948,1578.0,12.04,ok
25.72679,91.40577,866.0,20.3,ok
25.59716,91.22915,1312.0,13.41,ok
25.88682,91.30605,204.0,26.34,ok
25.55709,91.21292,1338.0,14.18,ok
25.85633,91.30055,117.0,7.16,ok
25.88894,91.21903,64.0,4.21,ok
25.57788,91.08751,985.0,24.15,ok
25.58863,91.4575,1569.0,32.21,ok
25.71682,91.15058,1019.0,4.23,ok
25.94715,91.00471,51.0,3.08,ok
25.97078,91.13852,57.0,3.45,ok
25.64818,91.11989,1098.0,9.24,ok
25.7141,91.0019,900.0,16.61,ok
25.70052,91.14773,1087.0,24.68,ok
25.88861,91.03142,67.0,1.03,ok
25.87248,91.13886,141.0,18.55,ok
25.97573,91.47072,53.0,1.03,ok
25.58625,91.03777,966.0,8.42,ok
25.64168,91.21183,1390.0,35.74,ok
25.69995,91.04395,792.0,4.15,ok
25.80644,91.15768,597.0,3.22,ok
25.89813,91.39586,60.0,5.45,ok
25.51458,91.49827,1590.0,17.93,ok
25.62897,91.30544,1428.0,1.03,ok
25.5764,91.43608,1654.0,20.09,ok
25.75262,91.28176,572.0,27.38,ok
25.90305,91.2595,63.0,1.38,ok
25.82765,91.1036,93.0,7.53,ok
25.89641,91.32595,172.0,18.33,ok
25.60219,91.25663,1348.0,5.54,ok
25.85274,91.00394,387.0,23.18,ok
25.78943,91.35245,629.0,25.19,ok
25.97803,91.33558,82.0,18.36,ok
25.58299,91.37637,1603.0,9.22,ok
25.72498,91.23724,1050.0,25.27,ok
25.86065,91.3494,101.0,7.14,ok
25.85736,91.41991,325.0,11.39,ok
25.50385,91.27097,1285.0,5.06,ok
25.76609,91.15122,646.0,7.63,ok
25.87773,91.11181,66.0,3.08,ok
25.74722,91.36303,779.0,7.44,ok
25.93903,91.15923,57.0,4.11,ok
25.94629,91.49037,68.0,2.12,ok
25.51028,90.21678,325.0,11.16,ok
25.66881,90.32383,505.0,10.53,ok
25.74168,90.40058,313.0,9.36,ok
25.98535,90.31552,35.0,3.59,ok
25.88652,90.45686,165.0,18.34,ok
25.58487,90.24591,416.0,15.31,ok
25.57689,90.44499,526.0,21.17,ok
25.70771,90.38698,557.0,14.88,ok
25.95011,90.13673,38.0,3.45,ok
25.51939,90.39351,787.0,20.43,ok
25.69469,90.39614,401.0,15.17,ok
25.83737,90.25938,161.0,15.07,ok
25.87886,90.21706,56.0,2.77,ok
25.53251,90.13518,165.0,4.62,ok
25.50304,90.46366,628.0,24.18,ok
25.56606,90.14705,500.0,19.67,ok
25.63284,90.4144,538.0,5.45,ok
25.80835,90.28694,164.0,8.04,ok
25.71155,90.45157,337.0,12.67,ok
25.531,90.39767,730.0,30.82,ok
25.58196,90.15307,438.0,9.02,ok
25.7839,90.08059,148.0,7.39,ok
25.74036,90.48835,240.0,2.25,ok
25.88802,90.1976,59.0,9.18,ok
25.67822,90.11968,237.0,2.06,ok
25.8024,90.21172,119.0,9.24,ok
25.96081,90.39016,75.0,9.67,ok
25.98236,90.47986,381.0,16.4,ok
25.55292,90.27846,580.0,20.04,ok
25.74659,90.19307,240.0,5.55,ok
25.98033,90.29136,36.0,0.93,ok
25.54896,90.20208,278.0,14.57,ok
25.73334,90.16737,215.0,7.67,ok
25.91653,90.18341,46.0,12.24,ok
25.63376,90.35141,648.0,8.22,ok
25.75403,90.10363,194.0,8.42,ok
25.92408,90.09926,30.0,2.06,ok
25.66667,94.10972,1425.0,13.78,ok
25.66083,94.10278,1483.0,3.7,ok
25.66917,94.10722,1452.0,15.86,ok
25.71611,94.08883,1449.0,16.13,ok
25.73425,94.00119,931.0,30.99,ok
25.71711,94.08561,1361.0,18.64,ok
25.66772,94.08908,1338.0,18.24,ok
25.85443,94.15844,1532.0,33.03,ok
25.85799,94.15935,1489.0,41.68,ok
25.71203,94.08979,1446.0,23.17,ok
25.74912,94.08045,1262.0,25.58,ok
25.71795,94.09177,1349.0,26.79,ok
25.66755,94.08075,1523.0,18.85,ok
25.52036,94.13112,1723.0,16.05,ok
25.52164,94.13426,1729.0,21.74,ok
25.52509,94.1358,1716.0,13.67,ok
25.53842,94.13604,1693.0,22.56,ok
25.5651,94.139,1669.0,20.88,ok
25.60326,94.11222,1620.0,31.01,ok
25.62154,94.1122,1728.0,25.69,ok
25.6292,94.10177,1495.0,33.71,ok
25.6387,94.10979,1475.0,24.66,ok
25.64876,94.10616,1558.0,18.14,ok
25.6125,94.1272,1424.0,15.03,ok
25.88166,94.19023,1399.0,27.48,ok
25.88165,94.19023,1399.0,27.48,ok
25.62307,94.1142,1593.0,27.75,ok
25.79055,94.30758,898.0,23.53,ok
25.64786,94.16649,1256.0,12.07,ok
25.90716,94.28172,924.0,37.14,ok
25.83305,94.34323,766.0,23.73,ok
25.68442,94.19066,913.0,11.74,ok
25.6136,94.16515,1297.0,17.32,ok
25.53676,94.21578,1445.0,18.17,ok
25.56184,94.46348,864.0,41.71,ok
25.64136,94.46056,1256.0,13.58,ok
25.50752,94.06084,2084.0,22.0,ok
25.52362,94.02231,2588.0,31.25,ok
25.54756,94.10727,2287.0,16.13,ok
25.5846,94.39454,1227.0,21.34,ok
25.50127,94.00242,1528.0,40.79,ok
25.50275,94.23176,1830.0,37.23,ok
25.63796,94.31099,1983.0,19.31,ok
25.86431,94.18032,1324.0,31.44,ok
25.68128,94.33103,1893.0,23.41,ok
25.91429,94.04819,1152.0,25.93,ok
25.91223,94.31127,757.0,32.94,ok
25.89582,94.42968,940.0,30.74,ok
25.99633,94.14394,387.0,11.17,ok
25.50243,94.06474,1966.0,25.9,ok
25.565,94.10788,2054.0,17.06,ok
25.62612,94.38347,1236.0,26.83,ok
25.78855,94.20011,1110.0,21.73,ok
25.94709,94.49498,1590.0,21.8,ok
25.72337,94.3256,1572.0,28.97,ok
25.79086,94.13682,1173.0,19.31,ok
25.75693,94.3887,1345.0,28.54,ok
25.64753,94.06403,1923.0,33.29,ok
25.55745,94.45498,941.0,32.33,ok
25.79374,94.36825,1447.0,23.95,ok
25.51534,94.08872,2072.0,13.51,ok
25.72008,94.13594,1415.0,28.14,ok
25.71463,94.2665,1102.0,22.7,ok
25.58698,94.41051,1058.0,45.07,ok
25.84143,94.13361,1002.0,4.14,ok
25.85238,94.36837,820.0,12.87,ok
25.9338,94.40594,844.0,26.38,ok
25.99885,94.13476,473.0,31.25,ok
25.99419,94.28415,1167.0,31.84,ok
25.55209,94.21362,1218.0,14.07,ok
25.96022,94.11521,677.0,7.44,ok
25.9824,94.2452,1189.0,35.84,ok
25.57205,94.11294,1741.0,11.39,ok
25.58323,94.26604,1670.0,22.33,ok
25.66612,94.47804,1180.0,26.9,ok
25.88983,94.22761,1326.0,28.81,ok
25.71464,94.26737,1080.0,22.24,ok
25.72503,94.40628,1891.0,22.9,ok
25.93484,94.27302,653.0,24.71,ok
25.71497,94.14615,1288.0,20.24,ok
25.80609,94.10154,1018.0,12.19,ok
25.74808,94.37105,1187.0,38.74,ok
25.83151,94.46368,2122.0,34.51,ok
25.40306,90.72417,360.0,19.14,ok
25.21022,90.6322,36.0,17.0,ok
25.0165,90.52267,15.0,1.85,ok
25.14895,90.57871,19.0,0.93,ok
25.18313,90.75498,85.0,13.1,ok
25.24005,90.61138,46.0,15.04,ok
25.4344,90.67322,336.0,11.73,ok
25.44247,90.97443,355.0,15.01,ok
25.1671,90.75401,21.0,10.21,ok
25.27252,90.82654,724.0,13.78,ok
25.44754,90.51108,1025.0,6.87,ok
25.15262,90.59719,17.0,2.25,ok
25.06238,90.97124,8.0,2.12,ok
25.36534,90.53005,285.0,3.7,ok
25.3018,90.83938,465.0,23.67,ok
25.38606,90.5219,355.0,2.25,ok
25.01086,90.88468,8.0,2.25,ok
25.20981,90.96893,102.0,18.68,ok
25.25243,90.6953,44.0,13.25,ok
25.38838,90.96952,327.0,7.19,ok
25.04401,90.71917,19.0,1.38,ok
25.10599,90.61126,14.0,2.12,ok
25.20494,90.87556,204.0,32.93,ok
25.27651,90.65346,25.0,2.12,ok
25.36363,90.93444,490.0,10.5,ok
25.38626,90.59511,268.0,14.19,ok
25.04087,90.57585,12.0,1.38,ok
25.17023,90.51855,22.0,2.25,ok
25.20933,90.98058,213.0,20.56,ok
25.32653,90.53325,150.0,6.39,ok
25.33416,90.77699,319.0,10.03,ok
25.4047,90.61605,758.0,14.28,ok
25.40806,90.96676,307.0,7.19,ok
25.20819,90.54074,132.0,26.61,ok
25.18462,90.97009,13.0,3.07,ok
25.39642,90.54829,346.0,28.28,ok
25.45813,90.75152,144.0,4.8,ok
25.19193,90.81655,246.0,10.77,ok
25.21718,90.66594,158.0,18.03,ok
25.40188,90.63437,450.0,20.04,ok
25.39757,90.93794,399.0,19.57,ok
25.04851,90.95244,8.0,3.45,ok
25.175,90.67885,44.0,8.59,ok
25.21872,90.68149,173.0,9.58,ok
25.48022,90.58305,333.0,13.83,ok
25.40964,90.93824,414.0,11.73,ok
25.13419,92.38353,168.0,17.74,ok
25.12186,92.38858,113.0,34.57,ok
25.05108,92.40219,64.0,9.4,ok
25.04306,92.42042,149.0,16.94,ok
25.04222,92.44128,276.0,24.43,ok
25.13561,92.3805,178.0,23.98,ok
25.13486,92.382,188.0,43.3,ok
25.12383,92.38519,93.0,46.61,ok
25.07533,92.36342,156.0,24.79,ok
25.09178,92.35469,159.0,28.88,ok
25.47705,92.16831,1405.0,9.54,ok
25.28423,92.11315,1036.0,8.52,ok
25.46308,92.25426,1376.0,3.58,ok
25.44233,92.19447,1331.0,7.64,ok
25.44178,92.19558,1340.0,4.23,ok
25.43631,92.19525,1359.0,14.08,ok
25.43506,92.19836,1350.0,13.0,ok
25.44742,92.20139,1371.0,18.55,ok
25.45075,92.19453,1354.0,22.12,ok
25.45352,92.18785,1272.0,8.82,ok
25.28423,92.11294,1036.0,8.52,ok
25.41956,92.16194,1393.0,3.84,ok
25.16694,92.23447,333.0,18.55,ok
25.21499,92.39704,779.0,11.56,ok
25.13451,92.01003,10.0,2.25,ok
25.29059,92.12444,1036.0,2.76,ok
25.37105,92.04583,1343.0,5.81,ok
25.32089,92.33144,1117.0,14.28,ok
25.17973,92.38776,430.0,8.28,ok
25.41999,92.08133,1403.0,15.65,ok
25.42973,92.45012,1099.0,17.57,ok
25.1365,92.29104,313.0,27.37,ok
25.29643,92.07948,1045.0,35.24,ok
